X,Y,FID,Settlement,Village,FacilityTy,ManagingOr,Donor,Altitude
36.85531,-1.26253,278,Mathare,Mathare 4b,Hand washing facility,Individual (eg business owner),Chemist,1622.4
36.85400667,-1.26429,279,Mathare,Ghetto,Education Facility,Private company, ,1629.7
36.85683167,-1.263315,280,Mathare,Mathare 4b,Hand washing facility,Individual (eg business owner),Jakadala,1607.9
36.854755,-1.26422,281,Mathare,Ghetto,Hand washing facility,Individual (eg business owner),Mwaaniki,1636.3
36.85015667,-1.263523333,282,Mathare,Kosovo,Water point,Individual (eg business owner),Private owner,1639.8
36.84977167,-1.263678333,283,Mathare,Kosovo,Water point,Individual (eg business owner),Private,1639.6
36.85018667,-1.263681667,284,Mathare,Kosovo,Water point,Individual (eg business owner),Private,1639.8
36.85702,-1.263133333,285,Mathare,Mathare 4b,Hand washing facility,Individual (eg business owner),Baba victor,1608.1
36.8549,-1.264395,286,Mathare,Ghetto,Hand washing facility,Individual (eg business owner),Hossa,1633.2
36.85723333,-1.263146667,287,Mathare,Mathare 4b,Communal sanitation facility (eg toilet),Community group,County,1608.5
36.85493333,-1.264646667,288,Mathare,Ghetto,Hand washing facility,UN Agency, ,1630.4
36.85738333,-1.263103333,289,Mathare,Mathare 4b,Hand washing facility,Individual (eg business owner),Tom,1608.5
36.85678333,-1.263055,290,Mathare,Mathare 4b,Water point,Individual (eg business owner), ,1623.9
36.85682333,-1.263298333,291,Mathare,Mathare 4b,Hand washing facility,Individual (eg business owner),Shopkeepr,1624
36.85694667,-1.263291667,292,Mathare,Mathare 4b,Hand washing facility,Individual (eg business owner),Shopkeeper,1623.9
36.85730833,-1.2631,293,Mathare,Mathare 4b,Hand washing facility,UN Agency,Un,1623.9
36.85749833,-1.263018333,294,Mathare,Mathare 4b,Hand washing facility,UN Agency,Un,1623.6
36.85506667,-1.265266667,295,Mathare,Ghetto,Hand washing facility,UN Agency, ,1631.4
36.85501333,-1.265018333,296,Mathare,Ghetto,Market,Individual (eg business owner), ,1630.4
36.8499,-1.263378333,297,Mathare,Kosovo,Water point,Individual (eg business owner),Private,1319.1
36.85006833,-1.263876667,298,Mathare,Kosovo,Water point,Individual (eg business owner),Private,1743.5
36.84968167,-1.263321667,299,Mathare,Kosovo,Water point,Individual (eg business owner),Private,1317.5
36.85771,-1.263063333,300,Mathare,Mathare 4b,Hand washing facility,Individual (eg business owner), ,1634.1
36.85792667,-1.262873333,301,Mathare,Mathare 4b,Water point,Individual (eg business owner), ,1625.3
36.85801833,-1.26296,302,Mathare,Mathare 4b,Hand washing facility,Individual (eg business owner), ,1616.8
36.85807667,-1.262988333,303,Mathare,Mathare 4b,Hand washing facility,NGO, ,1616.9
36.85498833,-1.265453333,304,Mathare,Ghetto,Hand washing facility,Individual (eg business owner),Mama masai,1626.6
36.85926667,-1.262761667,305,Mathare,Mathare 4b,Education Facility,Individual (eg business owner),Hope,1627.5
36.84931167,-1.26392,306,Mathare,Kosovo,Water point,Individual (eg business owner), ,1625.1
36.85483667,-1.265846667,307,Mathare,Ghetto,Hand washing facility,Individual (eg business owner),Mrefu,1654.7
36.84937,-1.26295,308,Mathare,Kosovo,Water point,Individual (eg business owner), ,1632.4
36.84915,-1.263488333,309,Mathare,Kosovo,Water point,Individual (eg business owner),Wairimu Chege,1632.5
36.849275,-1.263466667,310,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Muchiri,1632.5
36.84939667,-1.26381,311,Mathare,Kosovo,Water point,Individual (eg business owner),Mwangi,1611.9
36.84979,-1.263688333,312,Mathare,Kosovo,Water point,Individual (eg business owner),Magrate,1611.8
36.84979333,-1.26369,313,Mathare,Kosovo,Water point,Individual (eg business owner),Wangari,1612.5
36.84981167,-1.263946667,314,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Jenifer,1613.3
36.84991167,-1.263613333,315,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner), ,1614.9
36.85,-1.263465,316,Mathare,Kosovo,Communal sanitation facility (eg toilet),Community group,Former Mp,1614.9
36.84972833,-1.263445,317,Mathare,Kosovo,Water point,Individual (eg business owner),Mary,1615.2
36.85305808,-1.26557876,318,Mathare,Mathare 3a,Education Facility,Other,Valley view,1566.15625
36.85307118,-1.26424248,319,Mathare,Mathare 3a,Public space,UN Agency,UN,1599.821777
36.8529066,-1.26426074,320,Mathare,Mabatini,Hand washing facility,Community group,Mary Ruguru,1577.346191
36.849695,-1.263211667,321,Mathare,Kosovo,Water point,Individual (eg business owner),Jackson,1615.2
36.849465,-1.263315,322,Mathare,Kosovo,Water point,Individual (eg business owner),Rose,1613.8
36.84957833,-1.263416667,323,Mathare,Kosovo,Water point,Individual (eg business owner),Sylvia,1614.1
36.84978667,-1.263323333,324,Mathare,Kosovo,Water point,Individual (eg business owner),Private,1614.1
36.84992833,-1.263433333,325,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner), ,1614.2
36.850085,-1.263418333,326,Mathare,Kosovo,Water point,Individual (eg business owner), ,1612.6
36.849985,-1.26331,327,Mathare,Kosovo,Water point,Individual (eg business owner), ,1620.4
36.84969667,-1.26315,328,Mathare,Kosovo,Water point,Individual (eg business owner), ,1620
36.84942833,-1.263168333,329,Mathare,Kosovo,Hand washing facility,Community group,Holiday Bazaar,1618.6
36.84984,-1.263025,330,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner), ,1623.7
36.84991167,-1.26308,331,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner), ,1623.7
36.85004667,-1.263248333,332,Mathare,Kosovo,Hand washing facility,Individual (eg business owner), ,1640.5
36.84999833,-1.263098333,333,Mathare,Kosovo,Water point,Individual (eg business owner), ,1640.5
36.85009833,-1.263028333,334,Mathare,Kosovo,Water point,Individual (eg business owner),Private,1629.3
36.84982,-1.263385,335,Mathare,Kosovo,Communal sanitation facility (eg toilet),Private company,Umoja trust,1629.3
36.8534245,-1.26584837,336,Mathare,Mathare 3a,Hand washing facility,Community group,Republic of Kenya,1613.992188
36.85340339,-1.26578655,337,Mathare,Mathare 3a,Hand washing facility,Individual (eg business owner),Wa munashi saloon,1618.573242
36.85337907,-1.26428414,338,Mathare,Mathare 3a,Communal sanitation facility (eg toilet),Community group,1996 Vietnam family,1631.345215
36.85352616,-1.26417523,339,Mathare,Mathare 3a,Hand washing facility,Community group,Mathare association,1619.015137
36.85358427,-1.26419921,340,Mathare,Mathare 3a,Juakali/ artisan shade / garage,Missing Values, ,1611.375977
36.85435308,-1.2643418,341,Mathare,Mathare 3a,Market,Individual (eg business owner), ,1616.534912
36.8544638,-1.26430681,342,Mathare,Mathare 3a,Hand washing facility,Individual (eg business owner),Samuel njogoro moria,1608.931152
36.85494253,-1.26519242,343,Mathare,Mathare 3b,Public space,Community group,Msf,1595.068848
36.84569667,-1.263408333,344,Mathare,Kiamutisya,Public space,Community group,Desai memorial foundation,1501.3
36.85498333,-1.265873333,345,Mathare,Ghetto,Communal sanitation facility (eg toilet),County government,Sonko rescue team,1637.1
36.85501667,-1.265771667,346,Mathare,Ghetto,Water point,Community group, ,1636.6
36.85499667,-1.265715,347,Mathare,Ghetto,Hand washing facility,UN Agency, ,1655
36.850395,-1.263005,348,Mathare,Kosovo,Water point,Individual (eg business owner),Private,1788.6
36.84530333,-1.263956667,349,Mathare,Kiamutisya,Health facility,Individual (eg business owner),Marknaf lovonga,1641.9
36.85455333,-1.265755,350,Mathare,Ghetto,Hand washing facility,Individual (eg business owner),Kades,1637
36.864745,-1.260108333,351,Mathare,Mabatini,Water point,NGO,Medicines sans Frontiers,1642.2
36.86476833,-1.260718333,352,Mathare,Mabatini,Pharmacy / chemist,Missing Values, ,1699.4
36.86312167,-1.26142,353,Mathare,Mabatini,Pharmacy / chemist,Missing Values, ,1614.4
36.862815,-1.261445,354,Mathare,Mabatini,Water point,NGO,Shofco,1614.2
36.86298333,-1.262095,355,Mathare,Mabatini,Pharmacy / chemist,Missing Values, ,1590.7
36.84478667,-1.264013333,356,Mathare,Kiamutisya,Hand washing facility,Private company,Isuzu east africa,1656.9
36.85077667,-1.263153333,357,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),James,1785.4
36.85019667,-1.26269,358,Mathare,Kosovo,Education Facility,Individual (eg business owner),Saint ann,1599.1
36.85451833,-1.265583333,359,Mathare,Ghetto,Hand washing facility,Individual (eg business owner),Billian,1650.5
36.85007333,-1.262931667,360,Mathare,Kosovo,Water point,Individual (eg business owner), ,1640.5
36.84976833,-1.262566667,361,Mathare,Kosovo,Water point,Individual (eg business owner), ,1640.5
36.8497,-1.26272,362,Mathare,Kosovo,Water point,Individual (eg business owner),Martin,1640.5
36.850225,-1.262856667,363,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Loise,1666.9
36.850195,-1.262821667,364,Mathare,Kosovo,Hand washing facility,Individual (eg business owner), ,1667.2
36.85026667,-1.262775,365,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Baba Mary,1667.3
36.85019333,-1.262615,366,Mathare,Kosovo,Water point,Individual (eg business owner), ,1667.5
36.85003,-1.26261,367,Mathare,Kosovo,Hand washing facility,NGO,Shofco,1668.6
36.86507933,-1.26060309,368,Mathare,Redeemed,Communal sanitation facility (eg toilet),Community group,European Union,1614.763512
36.86483664,-1.260108771,369,Mathare,Mabatini,Public space,Community group,"They support themselves ,though the water point they were given  by the Hon Antony Oluoch (Mathare MP.",1617.540221
36.86464549,-1.260275178,370,Mathare,Mabatini,Water point,Individual (eg business owner),Boniface Mutuku(Business owner himself ),1607.234452
36.86448038,-1.260256764,371,Mathare,Mabatini,Health facility,Individual (eg business owner),Loyford Nyanga,1602.542966
36.86316797,-1.26115195,372,Mathare,Mabatini,Hand washing facility,Individual (eg business owner),COALITION FOR GRASSROOTS HUMAN RIGHTS DEFENDERS -Kenya,1602.991045
36.86312161,-1.261338659,373,Mathare,Kwa Kariuki,Hand washing facility,Individual (eg business owner),Coalition For Grassroots Human Rights Defenders -Kenya,1627.746124
36.84986,-1.262661667,374,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Private,1662.6
36.86302361,-1.261243287,375,Mathare,Kwa Kariuki,Hand washing facility,Individual (eg business owner),Coalition For Grassroots Human Rights Defenders -Kenya,1607.763633
36.86299775,-1.260661696,376,Mathare,Kwa Kariuki,Hand washing facility,Community group,UNHabitat through Cananda Fund For Local Initiatives,1597.33303
36.86286203,-1.260543674,377,Mathare,Kwa Kariuki,Pharmacy / chemist,Missing Values, ,1595.066404
36.8628941,-1.260560719,378,Mathare,Kwa Kariuki,Water point,Community group,Wilfred Oluoch Odalo (Mabatini MCA),1584.197373
36.85681469,-1.26439651,379,Mathare,Mathare 3a,Water point,Community group,Nairobi water,1623.379988
36.85723264,-1.26533336,380,Mathare,Mathare 3a,Hand washing facility,Community group,Centre for peace nationhood (CPN),1631.091309
36.85716798,-1.26537315,381,Mathare,Mathare 3a,Water point,Community group,Nairobi water,1625.554443
36.85693203,-1.26481087,382,Mathare,Mathare 3a,Water point,Individual (eg business owner),Nairobi water,1620.827253
36.85713412,-1.26485211,383,Mathare,Mathare 3a,Hand washing facility,Individual (eg business owner),Consolata Atieno (business woman),1625.678816
36.85784702,-1.26480145,384,Mathare,Mathare 3a,Hand washing facility,Community group, Canada,1630.189697
36.85720451,-1.26542185,385,Mathare,Mathare 3a,Water point,Community group,Wilfred oluoch (MCA),1631.302795
36.85748935,-1.26458318,386,Mathare,Mathare 3a,Hand washing facility,Individual (eg business owner),Joshua tenant,1620.93907
36.85748935,-1.26458318,387,Mathare,Mathare 3a,Water point,Community group,Nairobi water,1620.93907
36.85763544,-1.26489763,388,Mathare,Mathare 3a,Hand washing facility,Individual (eg business owner),Hamisi saidi,1624.223249
36.85719908,-1.26494029,389,Mathare,Mathare 3a,Hand washing facility,Individual (eg business owner),John mburu (jua kali),1626.198835
36.85719908,-1.26494029,390,Mathare,Mathare 3a,Hand washing facility,Individual (eg business owner),Sharon( business woman),1626.198835
36.85681469,-1.26439651,391,Mathare,Mathare 3a,Hand washing facility,Individual (eg business owner),Mai (business person),1623.379988
36.85681469,-1.26439651,392,Mathare,Mathare 3a,Hand washing facility,Community group,Shofco,1623.379988
36.85681469,-1.26439651,393,Mathare,Mathare 3a,Hand washing facility,Community group,Center for Peace and nationhood (CPN),1623.379988
36.85681469,-1.26439651,394,Mathare,Mathare 3a,Public space,Other,Bondeni property,1623.379988
36.85670354,-1.26472454,395,Mathare,Mathare 3a,Water point,Community group,Nairobi water,1624.714705
36.85055833,-1.262588333,396,Mathare,Kosovo,Pharmacy / chemist,Missing Values, ,1624.4
36.85306333,-1.264405,397,Mathare,Kiamutisya,Hand washing facility,Community group,New jujaroad youth group,1508.5
36.85282833,-1.264683333,398,Mathare,Kiamutisya,Water point,Community group,Rotary international,1508.9
36.853295,-1.265398333,399,Mathare,Kiamutisya,Flood light,County government,County goverment,1510
36.85226833,-1.264508333,400,Mathare,Kiamutisya,Education Facility,NGO,Ngo,1593.7
36.8503,-1.264518333,401,Mathare,Kiamutisya,Water point,Community group,Gaza youth group,1600.9
36.850435,-1.264671667,402,Mathare,Kiamutisya,Education Facility,Individual (eg business owner),Hope international,1628.6
36.85061167,-1.26535,403,Mathare,Kiamutisya,Public space,National government,National government,1646.9
36.851125,-1.265473333,404,Mathare,Kiamutisya,Water point,Community group,County goverment,1611.4
36.84910667,-1.264663333,405,Mathare,Kiamutisya,Market,Individual (eg business owner), ,1609.2
36.84524333,-1.263991667,406,Mathare,Kiamutisya,Pharmacy / chemist,Missing Values, ,1611
36.84512167,-1.264526667,407,Mathare,Kiamutisya,Education Facility,Community group,Fund raising,1648.8
36.845485,-1.264643333,408,Mathare,Kiamutisya,Religious facility,Missing Values, ,1642.9
36.84385333,-1.265003333,409,Mathare,Kiamutisya,Public space,Community group,UNhabitat,1643.6
36.84966833,-1.263105,410,Mathare,Kosovo,Water point,Individual (eg business owner), ,1669.2
36.84413,-1.264823333,411,Mathare,Kiamutisya,Social hall / community centre / resource centre,Community group,UNHABITAT,1681.5
36.84941833,-1.262518333,412,Mathare,Kosovo,Education Facility,County government, ,1559
36.85072167,-1.262831667,413,Mathare,Kosovo,Water point,Individual (eg business owner), ,1557.7
36.850435,-1.262948333,414,Mathare,Kosovo,Water point,Individual (eg business owner), ,1698.1
36.85004333,-1.263126667,415,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner), ,1698.7
36.85062,-1.263158333,416,Mathare,Kosovo,Water point,Individual (eg business owner), ,1700.2
36.85096,-1.263063333,417,Mathare,Kosovo,Water point,Individual (eg business owner), ,1700.2
36.850895,-1.263118333,418,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner), ,1700.2
36.850865,-1.263118333,419,Mathare,Kosovo,Water point,Individual (eg business owner), ,1700.2
36.85032,-1.263435,420,Mathare,Kosovo,Hand washing facility,Individual (eg business owner), ,1700.2
36.85050167,-1.263603333,421,Mathare,Kosovo,Water point,Individual (eg business owner), ,1700.6
36.848975,-1.26343,422,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Lucy njeri,1618.4
36.84892667,-1.263338333,423,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Lucy njeri,1618.4
36.84895667,-1.263386667,424,Mathare,Kosovo,Water point,Individual (eg business owner),Lucy Wanjiru,1619.1
36.848815,-1.2635,425,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Lucy Wanjiru,1646.2
36.84892,-1.263543333,426,Mathare,Kosovo,Water point,Individual (eg business owner),Elizabeth nyambura,1646.1
36.84899167,-1.263405,427,Mathare,Kosovo,Water point,Individual (eg business owner),Beatrice wanjira,1646
36.84898833,-1.263351667,428,Mathare,Kosovo,Water point,Individual (eg business owner),Mama tony,1646.3
36.8491,-1.263115,429,Mathare,Kosovo,Water point,Individual (eg business owner),Jecinta wangui,1645.1
36.8491,-1.26313,430,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Jecinta wangui,1641.8
36.84913833,-1.26304,431,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Mugaka,1641.9
36.84916833,-1.26306,432,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),James macharia,1642
36.84914167,-1.263548333,433,Mathare,Kosovo,Water point,Individual (eg business owner),Charles,1642.5
36.84921167,-1.263961667,434,Mathare,Kosovo,Water point,Individual (eg business owner),Kabuda,1641.2
36.84924167,-1.263936667,435,Mathare,Kosovo,Water point,Individual (eg business owner),Simon karanja,1640.8
36.84926833,-1.263935,436,Mathare,Kosovo,Water point,Individual (eg business owner),George  kariuki,1640.9
36.8493,-1.2639,437,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Simon karanja,1642.4
36.84937833,-1.264005,438,Mathare,Kosovo,Water point,Individual (eg business owner),Gladys wanjiku,1640
36.84941333,-1.264108333,439,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Gladys wanjiku,1640.2
36.84962167,-1.263863333,440,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Stephen ndug'u,1640.2
36.84959833,-1.263758333,441,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Joseph,1639.8
36.849245,-1.263555,442,Mathare,Kosovo,Hand washing facility,Individual (eg business owner),Hon Anthony oluoch,1638.5
36.84933333,-1.263711667,443,Mathare,Kosovo,Water point,Individual (eg business owner),Wambui,1638.3
36.849245,-1.263815,444,Mathare,Kosovo,Hand washing facility,Individual (eg business owner),Unicef,1623.5
36.84958833,-1.2631,445,Mathare,Kosovo,Water point,Individual (eg business owner),Jayson wawero,1656.6
36.84981667,-1.263006667,446,Mathare,Kosovo,Water point,Individual (eg business owner),Shosho,1662.2
36.849785,-1.262998333,447,Mathare,Kosovo,Water point,Individual (eg business owner),Nellius wairimu,1662.3
36.84992167,-1.263036667,448,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Rahab wambui,1663.5
36.84999667,-1.263005,449,Mathare,Kosovo,Water point,Individual (eg business owner),Mama mary,1662.1
36.85010333,-1.26282,450,Mathare,Kosovo,Water point,Individual (eg business owner),Jamleck mbongo,1628.5
36.85018,-1.262828333,451,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Jamleck mbogo,1627.6
36.85001333,-1.262696667,452,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Nyokabi,1627.8
36.84997,-1.262543333,453,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),St Ann SCC,1626.5
36.84991167,-1.262656667,454,Mathare,Kosovo,Hand washing facility,Individual (eg business owner),Wacaro,1626.6
36.84992167,-1.26297,455,Mathare,Kosovo,Water point,Individual (eg business owner),Kinyua,1729.2
36.84967833,-1.262646667,456,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Kinyua,1728.8
36.84931667,-1.262868333,457,Mathare,Kosovo,Water point,Individual (eg business owner),Mama john,1728.8
36.84930667,-1.262785,458,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Mburu,1728.8
36.85061667,-1.262501667,459,Mathare,Kosovo,Hand washing facility,NGO,Hope,1647.8
36.851015,-1.263265,460,Mathare,Kosovo,Water point,Individual (eg business owner),John small,1629.9
36.85055167,-1.26286,461,Mathare,Kosovo,Water point,Individual (eg business owner),Ann,1678.2
36.85042833,-1.262513333,462,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Ann,1678
36.85086,-1.262588333,463,Mathare,Kosovo,Water point,Individual (eg business owner),Mama joyce,1630.5
36.854985,-1.265743333,464,Mathare,Kiamutisya,Water point,Community group,Mathare roots,1662.4
36.85099,-1.263366667,465,Mathare,Kosovo,Hand washing facility,Individual (eg business owner), ,1700.6
36.850815,-1.263123333,466,Mathare,Kosovo,Flood light,Community group,Philips,1630.5
36.85113333,-1.26327,467,Mathare,Kosovo,Hand washing facility,Individual (eg business owner), ,1642.5
36.851255,-1.26331,468,Mathare,Kosovo,Water point,Individual (eg business owner), ,1651.8
36.85102167,-1.262981667,469,Mathare,Kosovo,Hand washing facility,Individual (eg business owner),Grace,1630.5
36.85084167,-1.262965,470,Mathare,Kosovo,Hand washing facility,Individual (eg business owner),Kevuki,1630.5
36.85169833,-1.262715,471,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Fantas karanja,1599.3
36.85155333,-1.262806667,472,Mathare,Kosovo,Water point,Individual (eg business owner),Private,1600.1
36.852195,-1.26276,473,Mathare,Kosovo,Religious facility,Missing Values, ,1716.4
36.84509333,-1.264073333,474,Mathare,Kiamutisya,Health facility,Individual (eg business owner),Self independent person,1723.1
36.86298069,-1.260645364,475,Mathare,Kwa Kariuki,Hand washing facility,Individual (eg business owner),Coalition For Grassroots Human Rights Defenders -Kenya,1603.209237
36.86282032,-1.260682049,476,Mathare,Kwa Kariuki,Hand washing facility,Individual (eg business owner),Coalition For Grassroots Human Rights Defenders Kenya,1597.185837
36.86282031,-1.260798625,477,Mathare,Kwa Kariuki,Water point,Community group,National Government of Kenya,1626.019001
36.86286286,-1.261315231,478,Mathare,Mabatini,Communal kitchen,Community group,Members savings,1615.230367
36.86252855,-1.261485912,479,Mathare,Mabatini,Transport stops (matatus/ boda-boda) - formal & informal,Individual (eg business owner),Loan,1589.456874
36.86215963,-1.261435589,480,Mathare,Mashimoni,Communal sanitation facility (eg toilet),Community group,Unmade Trust through  the support  of Swedish Embassy Nairobi,1587.792023
36.843795,-1.267005,481,Mathare,Kiamutisya,Pharmacy / chemist,Missing Values, ,1651.3
36.84421333,-1.265371667,482,Mathare,Kiamutisya,Pharmacy / chemist,Missing Values, ,1660.2
36.84399,-1.265436667,483,Mathare,Kiamutisya,Hand washing facility,Community group UN Agency,Un-habitat,1669.1
36.84486667,-1.26598,484,Mathare,Kiamutisya,Social hall / community centre / resource centre,Community group,Gok,1643.5
36.84403833,-1.265225,485,Mathare,Kiamutisya,Water point,Individual (eg business owner), ,1643.9
36.84467333,-1.264576667,486,Mathare,Kiamutisya,Water point,Individual (eg business owner), ,1653.1
36.84415833,-1.264918333,487,Mathare,Kiamutisya,Religious facility,Missing Values, ,1653
36.843925,-1.265038333,488,Mathare,Kiamutisya,Water point,Individual (eg business owner), ,1654.6
36.851815,-1.262558333,489,Mathare,Kosovo,Water point,Individual (eg business owner),Mueni,1654
36.85157,-1.26253,490,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Njoki,1664.6
36.84442,-1.264541667,491,Mathare,Kiamutisya,Waste collection bin / open dumping area,No one,None,1639.6
36.84519,-1.264615,492,Mathare,Kiamutisya,Health facility,Individual (eg business owner),Church,1636.4
36.86215098,-1.261383973,493,Mathare,Mashimoni,Waste collection bin / open dumping area,Community group,N/A,1596.277029
36.86142255,-1.261911641,494,Mathare,Mashimoni,Communal sanitation facility (eg toilet),Community group,Was funded  by Mathare Constituency Development Fund (by former Mathare MP Hon Margret wanjiru ),1608.283048
36.85495833,-1.265125,495,Mathare,Kiamutisya,Communal sanitation facility (eg toilet),Community group,Rotary foundation,1624
36.85489667,-1.26442,496,Mathare,Kiamutisya,Hand washing facility,NGO,Shofco,1608.5
36.85474833,-1.264076667,497,Mathare,Kiamutisya,Religious facility,Missing Values, ,1529.5
36.85451833,-1.26437,498,Mathare,Kiamutisya,Hand washing facility,Individual (eg business owner),Unicef,1556.1
36.853875,-1.264398333,499,Mathare,Kiamutisya,Education Facility,Individual (eg business owner),NGO,1556.8
36.85381333,-1.264346667,500,Mathare,Kiamutisya,Religious facility,Missing Values, ,1556.7
36.85305,-1.264465,501,Mathare,Kiamutisya,Market,Individual (eg business owner), ,1557.1
36.85272333,-1.264626667,502,Mathare,Kiamutisya,Water point,Community group,New. Juja road self help group,1558.1
36.85021333,-1.265748333,503,Mathare,Village 2,Hand washing facility,Community group,County government,1592.6
36.85025833,-1.265306667,504,Mathare,Village 2,Water point,Individual (eg business owner),Boniface kafura,1623.6
36.85086333,-1.265718333,505,Mathare,Village 2,Hand washing facility,Community group,SHOFCO,1611.9
36.85452,-1.265795,506,Mathare,Village 2,Hand washing facility,Community group,Hon.Mathew (MCA),1641.7
36.85738167,-1.26551,507,Mathare,Village 2,Transport stops (matatus/ boda-boda) - formal & informal,Private company, ,1618.7
36.84503333,-1.264786667,508,Mathare,Kiamutisya,Education Facility,Individual (eg business owner),None,1633.3
36.86055337,-1.261878112,509,Mathare,Mashimoni,Market,Individual (eg business owner), ,1591.13966
36.84366,-1.265468333,510,Mathare,Kiamutisya,Pharmacy / chemist,Missing Values, ,1649.4
36.84356833,-1.265455,511,Mathare,Kiamutisya,Pharmacy / chemist,Missing Values, ,1643.6
36.84437,-1.264851667,512,Mathare,Kiamutisya,Water point,Community group,Un habitat,1672.9
36.84409333,-1.26499,513,Mathare,Kiamutisya,Water point,Individual (eg business owner), ,1671.4
36.844135,-1.265288333,514,Mathare,Kiamutisya,Hand washing facility,Community group,Un habitat,1666.2
36.84408333,-1.264816667,515,Mathare,Kiamutisya,Hand washing facility,Community group,Un habitat,1671.3
36.844615,-1.266381667,516,Mathare,Kiamutisya,Social hall / community centre / resource centre,Community group, ,1663.9
36.84412,-1.26506,517,Mathare,Kiamutisya,Social hall / community centre / resource centre,Community group, ,1686
36.84459667,-1.266336667,518,Mathare,Kiamutisya,Hand washing facility,Community group,UN habitat,1664.4
36.84397167,-1.265008333,519,Mathare,Kiamutisya,Religious facility,Missing Values, ,1685.9
36.84407167,-1.265096667,520,Mathare,Kiamutisya,Pharmacy / chemist,Missing Values, ,1684
36.84446333,-1.26595,521,Mathare,Kiamutisya,Water point,Community group, ,1664.2
36.84404,-1.265336667,522,Mathare,Kiamutisya,Pharmacy / chemist,Missing Values, ,1684
36.84493667,-1.266158333,523,Mathare,Kiamutisya,Public space,Community group, ,1667.6
36.84421,-1.265518333,524,Mathare,Kiamutisya,Water point,Individual (eg business owner), ,1683.9
36.84487,-1.26612,525,Mathare,Kiamutisya,Religious facility,Missing Values, ,1542.3
36.84483333,-1.266136667,526,Mathare,Kiamutisya,Water point,Individual (eg business owner), ,1683.8
36.84543667,-1.266206667,527,Mathare,Kiamutisya,Hand washing facility,Individual (eg business owner), ,1693
36.84552667,-1.266331667,528,Mathare,Kiamutisya,Hand washing facility,Community group,Un habitat,1670.5
36.84618167,-1.266211667,529,Mathare,Kiamutisya,Hand washing facility,Community group,UN habitat,1663.6
36.84603667,-1.266205,530,Mathare,Kiamutisya,Hand washing facility,Individual (eg business owner), ,1669.2
36.84604667,-1.266511667,531,Mathare,Kiamutisya,Education Facility,Individual (eg business owner), ,1770.5
36.846035,-1.266213333,532,Mathare,Kiamutisya,Religious facility,Missing Values, ,1669.2
36.84570667,-1.265205,533,Mathare,Kiamutisya,Religious facility,Missing Values, ,1642.6
36.859735,-1.264325,534,Mathare,Mashimoni No.10,Water point,Community group,Not applicable,1612.4
36.86063167,-1.263883333,535,Mathare,Mashimoni No.10,Communal sanitation facility (eg toilet),Individual (eg business owner),Fresh life,1613.1
36.86045167,-1.26326,536,Mathare,Mashimoni No.10,Religious facility,Missing Values, ,1613.5
36.86041833,-1.26255,537,Mathare,Mashimoni No.10,Hand washing facility,NGO,Shofco,1628.1
36.85654447,-1.264429283,538,Mathare,Mathare 3a,Water point,Individual (eg business owner),Francis maina,1582.988
36.86004333,-1.263545,539,Mathare,Mashimoni No.10,Health facility,Individual (eg business owner),Not applicable,1648.4
